zfish_symbol	human_symbol	orthology_type	confidence	n_human_partners
aqp1a.1	AQP1	ortholog_one2many	1	1
aqp3a	AQP3	ortholog_one2many	1	1
aqp3b	AQP3	ortholog_one2many	1	1
aqp4	AQP4	ortholog_one2one	1	1
aqp7	AQP7	ortholog_one2many	0	2
aqp7	AQP7B	ortholog_one2many	0	2
aqp8a.1	AQP8	ortholog_one2one	1	1
aqp8a.2	AQP10	ortholog_many2many	0	3
aqp8a.2	AQP5	ortholog_many2many	0	3
aqp8a.2	AQP6	ortholog_many2many	0	3
aqp8b	AQP10	ortholog_many2many	0	3
aqp8b	AQP5	ortholog_many2many	0	3
aqp8b	AQP6	ortholog_many2many	0	3
aqp9b	AQP6	ortholog_many2many	0	1
aqr	AQR	ortholog_one2one	1	1
ar	AR	ortholog_one2one	1	1
araf	ARAF	ortholog_one2one	1	1
arcn1a	ARCN1	ortholog_one2many	1	1
arcn1b	ARCN1	ortholog_one2many	1	1
arf3a	ARF3	ortholog_one2many	1	1
arf3b	ARF3	ortholog_one2many	1	1
arf5	ARF5	ortholog_one2many	1	1
arf6a	ARF6	ortholog_one2one	1	1
arfgap2	ARFGAP2	ortholog_one2one	1	1
arfgap3	ARFGAP3	ortholog_one2one	1	1
arfip1	ARFIP1	ortholog_one2one	1	1
arfip2a	ARFIP2	ortholog_one2many	1	1
arfip2b	ARFIP2	ortholog_one2many	1	1
arfrp1	ARFRP1	ortholog_one2one	1	1
arg1	ARG1	ortholog_one2one	1	1
arg2	ARG2	ortholog_one2one	1	1
arglu1a	ARGLU1	ortholog_one2many	1	1
arglu1b	ARGLU1	ortholog_one2many	1	1
arhgap1	ARHGAP1	ortholog_one2one	1	1
arhgap10	ARHGAP10	ortholog_one2one	1	1
arhgap11a	ARHGAP11A	ortholog_one2many	1	2
arhgap11a	ARHGAP11B	ortholog_one2many	0	2
arhgap12b	ARHGAP12	ortholog_one2one	1	1
arhgap15	ARHGAP15	ortholog_one2one	1	1
arhgap17a	ARHGAP17	ortholog_one2many	1	1
arhgap17b	ARHGAP17	ortholog_one2many	0	1
arhgap25	ARHGAP25	ortholog_one2one	0	1
arhgap28	ARHGAP28	ortholog_one2one	0	1
arhgap29b	ARHGAP29	ortholog_one2many	0	1
arhgap42a	ARHGAP42	ortholog_one2many	1	1
arhgap4a	ARHGAP4	ortholog_one2many	0	1
arhgdia	ARHGDIA	ortholog_one2one	1	1
arhgdig	ARHGDIG	ortholog_one2one	0	1
arhgef11	ARHGEF11	ortholog_one2one	0	1
arhgef18a	ARHGEF18	ortholog_one2many	0	1
arhgef3	ARHGEF3	ortholog_one2one	1	1
arhgef39	ARHGEF39	ortholog_one2one	0	1
arhgef7a	ARHGEF7	ortholog_one2many	1	1
arhgef7b	ARHGEF7	ortholog_one2many	1	1
arhgef9b	ARHGEF9	ortholog_one2one	1	1
arid1aa	ARID1A	ortholog_one2many	1	1
arid2	ARID2	ortholog_one2one	1	1
arid3b	ARID3B	ortholog_one2one	0	1
arid3c	ARID3C	ortholog_one2one	0	1
arid4a	ARID4A	ortholog_one2one	1	1
arid4b	ARID4B	ortholog_one2one	1	1
arih1	ARIH1	ortholog_one2many	1	1
arih1l	ARIH1	ortholog_one2many	1	1
arih2	ARIH2	ortholog_one2one	1	1
arl1	ARL1	ortholog_one2one	1	1
arl13a	ARL13A	ortholog_one2one	0	1
arl13b	ARL13B	ortholog_one2one	1	1
arl14ep	ARL14EP	ortholog_one2one	0	1
arl15a	ARL15	ortholog_one2many	1	1
arl2	ARL2	ortholog_one2one	1	1
arl2bp	ARL2BP	ortholog_one2one	1	1
arl4ab	ARL4A	ortholog_one2one	1	1
arl4ca	ARL4C	ortholog_one2one	1	1
arl4d	ARL4D	ortholog_one2one	1	1
arl5a	ARL5A	ortholog_one2one	1	1
arl6	ARL6	ortholog_one2one	1	1
arl6ip1	ARL6IP1	ortholog_one2one	1	1
arl6ip4	ARL6IP4	ortholog_one2one	0	1
arl6ip5a	ARL6IP5	ortholog_one2many	1	1
arl6ip5b	ARL6IP5	ortholog_one2many	1	1
arl6ip6	ARL6IP6	ortholog_one2one	1	1
arl8	ARL5B	ortholog_one2one	1	1
arl8a	ARL8A	ortholog_one2one	1	1
arl8ba	ARL8B	ortholog_one2many	1	1
arl9	ARL9	ortholog_one2one	0	1
armc1	ARMC1	ortholog_one2one	1	1
armc8	ARMC8	ortholog_one2one	1	1
arnt	ARNT	ortholog_one2one	0	1
arnt2	ARNT2	ortholog_one2one	1	1
arpc1a	ARPC1A	ortholog_one2one	1	1
arpc1b	ARPC1B	ortholog_one2one	1	1
arpc2	ARPC2	ortholog_one2one	1	1
arpc3	ARPC3	ortholog_one2one	1	1
arpc4	ARPC4	ortholog_one2one	1	1
arpc5a	ARPC5	ortholog_one2many	1	1
arpc5b	ARPC5	ortholog_one2many	1	1
arpc5la	ARPC5L	ortholog_one2many	1	1
arpc5lb	ARPC5L	ortholog_one2many	1	1
arpin	ARPIN	ortholog_one2one	1	1
arpp19a	ARPP19	ortholog_one2many	1	1
arpp19b	ARPP19	ortholog_one2many	1	1
arr3a	ARR3	ortholog_one2many	1	1
arr3b	ARR3	ortholog_one2many	1	1
arrb1	ARRB1	ortholog_one2one	1	1
arrb2a	ARRB2	ortholog_one2many	1	1
arrb2b	ARRB2	ortholog_one2many	1	1
arrdc1a	ARRDC5	ortholog_one2many	0	1
arrdc2	ARRDC2	ortholog_one2one	1	1
arrdc3a	ARRDC3	ortholog_one2many	1	1
arrdc3b	ARRDC3	ortholog_one2many	1	1
arsa	ARSA	ortholog_one2one	1	1
arsg	ARSG	ortholog_one2many	1	1
arsk	ARSK	ortholog_one2one	1	1
arv1	ARV1	ortholog_one2one	1	1
arvcfb	ARVCF	ortholog_one2many	1	1
arxa	ARX	ortholog_one2many	1	1
as3mt	AS3MT	ortholog_one2one	1	1
asah1a	ASAH1	ortholog_one2many	1	1
asah1b	ASAH1	ortholog_one2many	1	1
asah2	ASAH2	ortholog_one2many	1	2
asah2	ASAH2B	ortholog_one2many	0	2
asap1a	ASAP1	ortholog_one2many	1	1
asap2a	ASAP2	ortholog_one2one	1	1
asb1	ASB1	ortholog_one2one	1	1
asb10	ASB10	ortholog_one2one	1	1
asb12a	ASB12	ortholog_one2many	1	1
asb12b	ASB12	ortholog_one2many	1	1
asb13a.1	ASB13	ortholog_one2many	1	1
asb13a.2	ASB13	ortholog_one2many	1	1
asb15b	ASB15	ortholog_one2many	1	1
asb16	ASB16	ortholog_one2one	1	1
asb2b	ASB2	ortholog_one2one	0	1
asb3	ASB3	ortholog_one2one	1	1
asb4	ASB4	ortholog_one2one	1	1
asb6	ASB6	ortholog_one2one	1	1
asb7	ASB7	ortholog_one2one	1	1
asb8	ASB8	ortholog_one2one	1	1
ascc1	ASCC1	ortholog_one2one	1	1
ascc2	ASCC2	ortholog_one2one	1	1
ascl1a	ASCL1	ortholog_many2many	1	3
ascl1a	ASCL2	ortholog_many2many	0	3
ascl1a	ASCL3	ortholog_many2many	0	3
ascl1b	ASCL2	ortholog_many2many	1	1
asf1ba	ASF1B	ortholog_one2many	1	1
asf1bb	ASF1B	ortholog_one2many	1	1
ash2l	ASH2L	ortholog_one2one	1	1
asic1a	ASIC1	ortholog_one2one	1	1
asic2	ASIC2	ortholog_one2one	1	1
asic4a	ASIC4	ortholog_one2many	1	1
asic4b	ASIC4	ortholog_one2many	1	1
asip1	ASIP	ortholog_one2one	1	1
asl	ASL	ortholog_one2one	1	1
asmt	ASMT	ortholog_one2one	1	1
asmtl	ASMTL	ortholog_one2one	1	1
asns	ASNS	ortholog_one2one	1	1
asnsd1	ASNSD1	ortholog_one2one	1	1
aspa	ASPA	ortholog_one2one	1	1
aspdh	ASPDH	ortholog_one2one	0	1
asphd2	ASPHD2	ortholog_one2one	1	1
aspm	ASPM	ortholog_one2one	1	1
aspn	ASPN	ortholog_one2one	1	1
aspscr1	ASPSCR1	ortholog_one2one	0	1
asrgl1	ASRGL1	ortholog_one2one	1	1
asz1	ASZ1	ortholog_one2one	1	1
atad1a	ATAD1	ortholog_one2many	0	1
atad1b	ATAD1	ortholog_one2many	1	1
atad5b	ATAD5	ortholog_one2many	0	1
atat1	ATAT1	ortholog_one2one	0	1
atf3	ATF3	ortholog_one2one	1	1
atf4a	ATF4	ortholog_one2many	0	1
atf4b	ATF4	ortholog_one2many	0	1
atf5a	ATF5	ortholog_one2many	0	1
atf6	ATF6	ortholog_one2one	0	1
atf7a	ATF7	ortholog_one2many	1	1
atf7b	ATF7	ortholog_one2many	1	1
atf7ip	ATF7IP	ortholog_one2one	0	1
atg10	ATG10	ortholog_one2one	1	1
atg101	ATG101	ortholog_one2one	1	1
atg12	ATG12	ortholog_one2one	1	1
atg13	ATG13	ortholog_one2one	1	1
atg16l1	ATG16L1	ortholog_one2one	1	1
atg3	ATG3	ortholog_one2one	1	1
atg4a	ATG4A	ortholog_one2one	1	1
atg4b	ATG4B	ortholog_one2one	1	1
atg4c	ATG4C	ortholog_one2one	1	1
atg5	ATG5	ortholog_one2one	1	1
atg9a	ATG9A	ortholog_one2one	1	1
atg9b	ATG9B	ortholog_one2one	0	1
atic	ATIC	ortholog_one2one	1	1
atl1	ATL1	ortholog_one2one	1	1
atl2	ATL2	ortholog_one2one	1	1
atl3	ATL3	ortholog_one2one	1	1
atmin	ATMIN	ortholog_one2one	1	1
atoh1a	ATOH1	ortholog_one2one	1	1
atoh7	ATOH7	ortholog_one2one	0	1
atoh8	ATOH8	ortholog_one2one	0	1
atp10d	ATP10D	ortholog_one2one	1	1
atp13a1	ATP13A1	ortholog_one2one	1	1
atp13a2	ATP13A2	ortholog_one2one	1	1
atp1a1a.1	ATP1A1	ortholog_one2many	1	1
atp1a1a.2	ATP1A1	ortholog_one2many	0	1
atp1a1a.3	ATP1A1	ortholog_one2many	0	1
atp1a1a.4	ATP1A1	ortholog_one2many	0	1
atp1a1a.5	ATP1A1	ortholog_one2many	0	1
atp1a1b	ATP1A1	ortholog_one2many	1	1
atp1a2a	ATP1A2	ortholog_one2one	1	1
atp1a3a	ATP13A4	ortholog_many2many	0	5
atp1a3a	ATP13A5	ortholog_many2many	0	5
atp1a3a	ATP1A4	ortholog_many2many	0	5
atp1a3a	ATP2B2	ortholog_many2many	0	5
atp1a3a	ATP2C2	ortholog_many2many	0	5
atp1a3b	ATP13A4	ortholog_many2many	0	5
atp1a3b	ATP13A5	ortholog_many2many	0	5
atp1a3b	ATP1A4	ortholog_many2many	0	5
atp1a3b	ATP2B2	ortholog_many2many	0	5
atp1a3b	ATP2C2	ortholog_many2many	0	5
atp1b1a	ATP1B1	ortholog_one2many	1	1
atp1b1b	ATP1B1	ortholog_one2many	1	1
atp1b2a	ATP1B2	ortholog_one2many	1	1
atp1b2b	ATP1B2	ortholog_one2many	1	1
atp1b3a	ATP1B3	ortholog_one2many	0	1
atp1b3b	ATP1B3	ortholog_one2many	0	1
atp2a1	ATP1A4	ortholog_many2many	0	1
atp2a1l	ATP1A4	ortholog_many2many	0	1
atp2a2a	ATP1A4	ortholog_many2many	0	1
atp2a2b	ATP2A2	ortholog_one2one	1	1
atp2b1a	ATP2B1	ortholog_one2many	1	1
atp2b1b	ATP2B1	ortholog_one2many	0	1
atp2b2	ATP13A4	ortholog_many2many	0	4
atp2b2	ATP13A5	ortholog_many2many	0	4
atp2b2	ATP1A4	ortholog_many2many	0	4
atp2b2	ATP2B2	ortholog_many2many	1	4
atp2b4	ATP2B4	ortholog_one2one	0	1
atp5l	ATP5MG	ortholog_one2many	1	2
atp5l	ATP5MGL	ortholog_one2many	1	2
atp6ap1b	ATP6AP1	ortholog_one2many	0	1
atp6ap2	ATP6AP2	ortholog_one2one	1	1
atp6v0a1a	ATP6V0A1	ortholog_one2many	1	1
atp6v0a1b	ATP6V0A1	ortholog_one2many	1	1
atp6v0a2b	ATP6V0A2	ortholog_one2many	1	1
atp6v0b	ATP6V0B	ortholog_one2one	1	1
atp6v0ca	ATP6V0C	ortholog_one2many	1	1
atp6v0cb	ATP6V0C	ortholog_one2many	1	1
atp6v0d1	ATP6V0D1	ortholog_one2one	1	1
atp6v0e1	ATP6V0E1	ortholog_one2one	0	1
atp6v1aa	ATP6V1A	ortholog_one2many	1	1
atp6v1ba	ATP6V1B2	ortholog_one2one	1	1
atp6v1c1a	ATP6V1C1	ortholog_one2many	1	1
atp6v1c1b	ATP6V1C1	ortholog_one2many	1	1
atp6v1d	ATP6V1D	ortholog_one2one	1	1
atp6v1e1b	ATP6V1E1	ortholog_many2many	1	2
atp6v1e1b	ATP6V1E2	ortholog_many2many	1	2
atp6v1f	ATP6V1F	ortholog_one2one	1	1
atp6v1g1	ATP6V1G1	ortholog_one2one	1	1
atp6v1h	ATP6V1H	ortholog_one2one	1	1
atp7a	ATP7A	ortholog_one2one	1	1
atp8a1	ATP8A1	ortholog_one2many	0	1
atp9b	ATP9B	ortholog_one2one	1	1
atpaf1	ATPAF1	ortholog_one2one	0	1
atpaf2	ATPAF2	ortholog_one2one	1	1
atpv0e2	ATP6V0E2	ortholog_one2one	0	1
atraid	ATRAID	ortholog_one2one	0	1
atrn	ATRN	ortholog_one2one	1	1
atrx	ATRX	ortholog_one2many	1	1
atxn10	ATXN10	ortholog_one2one	0	1
atxn1a	ATXN1	ortholog_one2many	1	1
atxn2	ATXN2	ortholog_one2one	1	1
atxn2l	ATXN2L	ortholog_one2one	0	1
atxn3	ATXN3	ortholog_one2many	1	2
atxn3	ATXN3L	ortholog_one2many	1	2
atxn7l2a	ATXN7L2	ortholog_one2many	1	1
atxn7l2b	ATXN7L2	ortholog_one2many	1	1
auh	AUH	ortholog_one2one	1	1
aup1	AUP1	ortholog_one2one	1	1
aurka	AURKA	ortholog_one2one	0	1
aurkaip1	AURKAIP1	ortholog_one2one	1	1
aurkb	AURKB	ortholog_one2one	1	1
aven	AVEN	ortholog_one2one	1	1
avil	AVIL	ortholog_one2one	1	1
avl9	AVL9	ortholog_one2one	1	1
avp	AVP	ortholog_many2many	1	2
avp	OXT	ortholog_many2many	0	2
axdnd1	AXDND1	ortholog_one2one	1	1
axin1	AXIN1	ortholog_one2one	1	1
axin2	AXIN2	ortholog_one2one	1	1
azi2	AZI2	ortholog_one2one	0	1
azin1a	AZIN1	ortholog_one2many	1	1
azin1b	AZIN1	ortholog_one2many	1	1
b3galnt2	B3GALNT2	ortholog_one2one	1	1
b3galt2	B3GALT2	ortholog_one2one	1	1
b3galt6	B3GALT6	ortholog_one2one	1	1
b3gat1a	B3GAT1	ortholog_one2many	1	1
b3gat2	B3GAT2	ortholog_one2one	1	1
b3gat3	B3GAT3	ortholog_one2one	1	1
b3glcta	B3GLCT	ortholog_one2many	1	1
b3glctb	B3GLCT	ortholog_one2many	1	1
b3gnt2a	B3GNT2	ortholog_one2many	1	1
b3gnt2b	B3GNT2	ortholog_one2many	1	1
b3gnt5a	B3GNT5	ortholog_one2many	1	1
b3gnt5b	B3GNT5	ortholog_one2many	1	1
b3gnt7	B3GNT7	ortholog_one2one	1	1
b3gnt7l	B3GNT6	ortholog_many2many	0	1
b4galnt1a	B4GALNT1	ortholog_one2many	0	1
b4galt1l	B4GALT1	ortholog_one2one	1	1
b4galt2	B4GALT2	ortholog_one2one	1	1
b4galt4	B4GALT4	ortholog_one2one	1	1
b4galt5	B4GALT6	ortholog_one2one	0	1
b4galt6	B4GALT5	ortholog_one2one	1	1
b4galt7	B4GALT7	ortholog_one2one	1	1
b4gat1	B4GAT1	ortholog_one2one	1	1
b9d1	B9D1	ortholog_one2one	1	1
b9d2	B9D2	ortholog_one2one	1	1
ba1l	HBE1	ortholog_one2many	1	1
babam1	BABAM1	ortholog_one2one	1	1
bace1	BACE1	ortholog_one2one	1	1
bach1a	BACH1	ortholog_one2many	0	1
bach1b	BACH1	ortholog_one2many	1	1
bag1	BAG1	ortholog_one2one	0	1
bag2	BAG2	ortholog_one2one	1	1
bag3	BAG3	ortholog_one2one	1	1
bag4	BAG4	ortholog_one2one	1	1
bag5	BAG5	ortholog_one2one	1	1
bag6	BAG6	ortholog_one2many	0	1
baiap2a	BAIAP2	ortholog_one2many	1	1
baiap2l1a	BAIAP2L1	ortholog_one2many	1	1
baiap2l1b	BAIAP2L1	ortholog_one2many	1	1
baiap2l2b	BAIAP2L2	ortholog_one2many	0	1
bambia	BAMBI	ortholog_one2many	1	1
bambib	BAMBI	ortholog_one2many	1	1
banf1	BANF1	ortholog_one2one	1	1
banp	BANP	ortholog_one2one	1	1
bap1	BAP1	ortholog_one2one	1	1
barhl1a	BARHL1	ortholog_one2many	1	1
barhl1b	BARHL1	ortholog_one2many	1	1
barhl2	BARHL2	ortholog_one2one	1	1
barx1	BARX1	ortholog_one2one	1	1
batf3	BATF3	ortholog_one2one	1	1
baxa	BAX	ortholog_one2one	1	1
baz2a	BAZ2A	ortholog_one2one	0	1
bbip1	BBIP1	ortholog_one2one	1	1
bbox1	BBOX1	ortholog_one2one	1	1
bbs1	BBS1	ortholog_one2one	1	1
bbs10	BBS10	ortholog_one2one	0	1
bbs2	BBS2	ortholog_one2one	1	1
bbs4	BBS4	ortholog_one2one	1	1
bbs5	BBS5	ortholog_one2one	1	1
bbs7	BBS7	ortholog_one2one	1	1
bcam	BCAM	ortholog_one2many	0	1
bcan	BCAN	ortholog_one2one	0	1
bcap29	BCAP29	ortholog_one2one	1	1
bcap31	BCAP31	ortholog_one2one	1	1
bcar1	BCAR1	ortholog_one2one	1	1
bcar3	BCAR3	ortholog_one2one	1	1
bcas2	BCAS2	ortholog_one2one	1	1
bcas3	BCAS3	ortholog_one2one	1	1
bcat1	BCAT1	ortholog_one2one	1	1
bcat2	BCAT2	ortholog_one2one	1	1
bccip	BCCIP	ortholog_one2one	1	1
bckdha	BCKDHA	ortholog_one2one	1	1
bckdhb	BCKDHB	ortholog_one2one	1	1
bckdk	BCKDK	ortholog_one2one	1	1
bcl11aa	BCL11A	ortholog_one2one	1	1
bcl11ba	BCL11B	ortholog_one2one	0	1
bcl2a	BCL2	ortholog_one2many	0	1
bcl2l1	BCL2L1	ortholog_one2one	1	1
bcl2l10	BCL2L10	ortholog_one2one	0	1
bcl2l11	BCL2L11	ortholog_one2one	0	1
bcl2l13	BCL2L13	ortholog_one2many	0	1
bcl6ab	BCL6	ortholog_one2many	0	1
bcl7a	BCL7A	ortholog_one2one	1	1
bcl7ba	BCL7B	ortholog_one2many	1	1
bcl7bb	BCL7B	ortholog_one2many	1	1
bcl9	BCL9	ortholog_one2one	1	1
bcl9l	BCL9L	ortholog_one2one	1	1
bco1	BCO1	ortholog_one2one	1	1
bco2a	BCO2	ortholog_one2many	1	1
bco2l	BCO2	ortholog_one2many	1	1
bcor	BCOR	ortholog_one2one	1	1
bcs1l	BCS1L	ortholog_one2one	1	1
bdh1	BDH1	ortholog_one2one	1	1
bdh2	BDH2	ortholog_one2one	1	1
bdkrb1	BDKRB1	ortholog_one2one	0	1
bdnf	BDNF	ortholog_one2one	1	1
becn1	BECN1	ortholog_one2one	1	1
bend3	BEND3	ortholog_one2one	1	1
bfb	CFB	ortholog_one2many	0	1
bfsp2	BFSP2	ortholog_one2one	1	1
bglap	BGLAP	ortholog_one2one	0	1
bgna	BGN	ortholog_one2many	1	1
bgnb	BGN	ortholog_one2many	1	1
bhlha15	BHLHA15	ortholog_one2one	1	1
bhlha9	BHLHA9	ortholog_one2one	0	1
bhlhe22	BHLHE22	ortholog_one2one	1	1
bhlhe23	BHLHE23	ortholog_one2many	1	1
bhlhe40	BHLHE40	ortholog_one2one	1	1
bhlhe41	BHLHE41	ortholog_one2one	1	1
bhmt	BHMT	ortholog_one2many	1	2
bhmt	BHMT2	ortholog_one2many	1	2
bin1b	BIN1	ortholog_one2many	1	1
bin2a	BIN2	ortholog_one2many	1	1
bin2b	BIN2	ortholog_one2many	0	1
bin3	BIN3	ortholog_one2one	1	1
birc2	BIRC2	ortholog_one2many	1	2
birc2	BIRC3	ortholog_one2many	1	2
birc5a	BIRC5	ortholog_one2one	1	1
birc5b	NLRC4	ortholog_one2one	0	1
birc7	BIRC7	ortholog_one2one	1	1
blcap	BLCAP	ortholog_one2one	1	1
blmh	BLMH	ortholog_one2one	1	1
blnk	BLNK	ortholog_one2one	0	1
bloc1s1	BLOC1S1	ortholog_one2one	1	1
bloc1s2	BLOC1S2	ortholog_one2one	1	1
bloc1s3	BLOC1S3	ortholog_one2many	0	1
bloc1s4	BLOC1S4	ortholog_one2one	0	1
bloc1s5	BLOC1S5	ortholog_one2one	1	1
bloc1s6	BLOC1S6	ortholog_one2one	1	1
blvra	BLVRA	ortholog_one2one	1	1
blvrb	BLVRB	ortholog_one2one	0	1
blzf1	BLZF1	ortholog_one2one	1	1
bmf2	BMF	ortholog_one2one	0	1
bmi1a	BMI1	ortholog_one2many	1	1
bmi1b	BMI1	ortholog_one2many	1	1
bmp10	BMP10	ortholog_one2many	1	1
bmp15	BMP15	ortholog_one2one	0	1
bmp1a	BMP1	ortholog_one2many	1	1
bmp1b	BMP1	ortholog_one2many	1	1
bmp2a	BMP2	ortholog_one2many	1	1
bmp2b	BMP2	ortholog_one2many	1	1
bmp2k	BMP2K	ortholog_one2one	1	1
bmp3	BMP3	ortholog_one2one	1	1
bmp4	BMP4	ortholog_one2one	1	1
bmp5	BMP5	ortholog_one2one	1	1
bmp6	BMP6	ortholog_one2one	1	1
bmp7a	BMP7	ortholog_one2many	0	1
bmp7b	BMP7	ortholog_one2many	1	1
bmp8a	BMP8A	ortholog_one2many	1	2
bmp8a	BMP8B	ortholog_one2many	0	2
bmper	BMPER	ortholog_one2one	1	1
bmpr1aa	BMPR1A	ortholog_one2many	1	1
bmpr1ab	BMPR1A	ortholog_one2many	1	1
bmpr1ba	BMPR1B	ortholog_one2many	0	1
bmpr1bb	BMPR1B	ortholog_one2many	0	1
bmpr2a	BMPR2	ortholog_one2many	1	1
bmpr2b	BMPR2	ortholog_one2many	1	1
bms1	BMS1	ortholog_one2one	1	1
bnip2	BNIP2	ortholog_one2one	1	1
bnip3la	BNIP3L	ortholog_one2many	1	1
bnip3lb	BNIP3L	ortholog_one2many	1	1
bnip4	BNIP3	ortholog_one2one	0	1
bnipl	BNIPL	ortholog_one2one	1	1
boc	BOC	ortholog_one2one	1	1
boka	BOK	ortholog_one2one	1	1
bola1	BOLA1	ortholog_one2one	1	1
bop1	BOP1	ortholog_one2one	1	1
bora	BORA	ortholog_one2one	0	1
bpgm	BPGM	ortholog_one2one	1	1
bpnt1	BPNT1	ortholog_one2one	1	1
braf	BRAF	ortholog_one2one	1	1
brap	BRAP	ortholog_one2one	1	1
brat1	BRAT1	ortholog_one2one	0	1
brca2	BRCA2	ortholog_one2one	0	1
brd1b	BRD1	ortholog_one2many	1	1
brd2a	BRD2	ortholog_one2many	1	1
brd2b	BRD2	ortholog_one2many	0	1
brd7	BRD7	ortholog_one2one	1	1
brd9	BRD9	ortholog_one2one	1	1
brf1b	BRF1	ortholog_one2one	1	1
brf2	BRF2	ortholog_one2many	0	1
bri3	BRI3	ortholog_one2one	1	1
bri3bp	BRI3BP	ortholog_one2one	1	1
brinp2	BRINP2	ortholog_one2many	1	1
brip1	BRIP1	ortholog_one2one	1	1
brms1	BRMS1	ortholog_one2many	0	2
brms1	BRMS1L	ortholog_one2many	0	2
brox	BROX	ortholog_one2one	1	1
brpf1	BRPF1	ortholog_one2one	1	1
bscl2	BSCL2	ortholog_one2many	1	1
bscl2l	BSCL2	ortholog_one2many	1	1
bsdc1	BSDC1	ortholog_one2one	1	1
bsg	BSG	ortholog_one2one	1	1
bsnd	BSND	ortholog_one2one	0	1
bsx	DLX4	ortholog_many2many	0	2
bsx	VENTX	ortholog_many2many	0	2
btbd10a	BTBD10	ortholog_one2many	0	1
btbd11a	ABTB3	ortholog_one2many	1	1
btbd2a	BTBD2	ortholog_one2many	1	1
btbd6b	BTBD6	ortholog_one2one	1	1
btbd7	BTBD7	ortholog_one2one	1	1
btbd9	BTBD9	ortholog_one2one	1	1
btc	BTC	ortholog_one2one	0	1
btd	BTD	ortholog_one2one	1	1
btf3	BTF3	ortholog_one2one	1	1
btf3l4	BTF3L4	ortholog_one2one	1	1
btg1	BTG1	ortholog_one2one	1	1
btg2	BTG2	ortholog_one2one	1	1
btg3	BTG3	ortholog_one2one	0	1
bub3	BUB3	ortholog_one2one	1	1
bud31	BUD31	ortholog_one2one	1	1
bxdc2	BRIX1	ortholog_one2one	0	1
bysl	BYSL	ortholog_one2one	1	1
bzw1a	BZW1	ortholog_one2many	1	1
bzw1b	BZW1	ortholog_one2many	1	1
bzw2	BZW2	ortholog_one2one	1	1
c1d	C1D	ortholog_one2one	1	1
c1galt1c1	C1GALT1C1	ortholog_one2many	1	2
c1galt1c1	C1GALT1C1L	ortholog_one2many	1	2
c1qa	C1QA	ortholog_one2one	0	1
c1qbp	C1QBP	ortholog_one2one	1	1
c1qc	C1QC	ortholog_one2one	0	1
c1ql3b	C1QL3	ortholog_one2many	1	1
c1qtnf1	C1QTNF1	ortholog_one2one	1	1
c1qtnf4	C1QTNF4	ortholog_one2one	1	1
c1qtnf5	C1QTNF5	ortholog_one2one	1	1
c1qtnf9	C1QTNF9	ortholog_one2many	1	2
c1qtnf9	C1QTNF9B	ortholog_one2many	1	2
c2cd2l	C2CD2L	ortholog_one2one	1	1
c3a.1	C3	ortholog_one2many	0	1
c3a.2	C3	ortholog_one2many	0	1
c3a.3	C3	ortholog_one2many	0	1
c3a.6	C3	ortholog_one2many	0	1
c3b.1	C3	ortholog_one2many	0	1
c3b.2	C3	ortholog_one2many	0	1
c8b	C8B	ortholog_one2one	0	1
c8g	C8G	ortholog_one2one	0	1
c9	C9	ortholog_one2one	0	1
ca10a	CA10	ortholog_one2many	1	1
ca14	CA14	ortholog_one2one	1	1
ca2	CA1	ortholog_many2many	0	7
ca2	CA11	ortholog_many2many	0	7
ca2	CA13	ortholog_many2many	0	7
ca2	CA2	ortholog_many2many	0	7
ca2	CA3	ortholog_many2many	0	7
ca2	CA5A	ortholog_many2many	0	7
ca2	CA9	ortholog_many2many	0	7
ca5a	CA5B	ortholog_one2one	1	1
ca7	CA7	ortholog_one2one	1	1
ca8	CA8	ortholog_one2one	1	1
cab39	CAB39	ortholog_one2one	1	1
cab39l	CAB39L	ortholog_one2one	1	1
cabin1	CABIN1	ortholog_one2many	1	1
cables1	CABLES1	ortholog_one2one	1	1
cabp1a	CABP1	ortholog_one2many	1	1
cabp1b	CABP1	ortholog_one2many	1	1
cabp2a	CALML5	ortholog_many2many	0	2
cabp2a	CETN2	ortholog_many2many	0	2
cabp5a	CABP5	ortholog_one2many	0	1
cabp5b	CABP5	ortholog_one2many	0	1
cacna1ba	CACNA1B	ortholog_one2many	1	1
cacna1c	CACNA1C	ortholog_one2one	1	1
cacna1da	CACNA1D	ortholog_one2many	0	1
cacna1sa	CACNA1S	ortholog_one2many	1	1
cacna1sb	CACNA1S	ortholog_one2many	1	1
cacna2d1a	CACNA2D1	ortholog_one2many	0	1
cacna2d2a	CACNA2D2	ortholog_one2many	0	1
cacna2d2b	CACNA2D2	ortholog_one2many	1	1
cacnb1	CACNB1	ortholog_one2one	1	1
cacnb2a	CACNB2	ortholog_one2one	0	1
cacnb3a	CACNB3	ortholog_one2many	1	1
cacnb4a	CACNB4	ortholog_one2one	1	1
cacng1a	CACNG1	ortholog_one2many	1	1
cacng2a	CACNG2	ortholog_one2many	1	1
cacng6a	CACNG6	ortholog_one2many	0	1
cacng7a	CACNG7	ortholog_one2many	1	1
cacng8a	CACNG8	ortholog_one2many	1	1
cacybp	CACYBP	ortholog_one2one	1	1
cad	CAD	ortholog_one2one	1	1
cadm1a	CADM1	ortholog_one2many	1	1
cadm1b	CADM1	ortholog_one2many	1	1
